state,district,village,scheme,allocated_fund,used_fund,year,work_type
Uttar Pradesh,Jaipur,Noorpur,PMAY-G,3757550,1907763,2024-2025,Sanitation
Uttar Pradesh,Jaipur,Loni Dehat,PMAY-G,3389391,354674,2023-2024,Sanitation
Uttar Pradesh,Jaipur,Muradnagar Village,Swachh Bharat,4257113,475930,2024-2025,Road Construction
Uttar Pradesh,Indore,Modinagar Rural,MGNREGA,1696200,1251273,2022-2023,Sanitation
Uttar Pradesh,Indore,Noorpur,Jal Jeevan Mission,4048975,941977,2024-2025,Road Construction
Uttar Pradesh,Jaipur,Noorpur,MGNREGA,1295262,661563,2023-2024,Livelihood
Uttar Pradesh,Jaipur,Sikandrabad,Jal Jeevan Mission,2121838,1149588,2024-2025,Livelihood
Uttar Pradesh,Pune,Loni Dehat,NRLM,3110973,982186,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Kavi Nagar,Swachh Bharat,2593062,1397302,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Bhojpur,Swachh Bharat,983813,548447,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Kavi Nagar,Jal Jeevan Mission,2626159,846971,2022-2023,Sanitation
Uttar Pradesh,Jaipur,Noorpur,PMAY-G,1356401,775297,2022-2023,Road Construction
Uttar Pradesh,Patna,Hapur Road Village,NRLM,1990493,1599274,2022-2023,Road Construction
Uttar Pradesh,Indore,Dasna,MGNREGA,1687892,708423,2022-2023,Housing
Uttar Pradesh,Pune,Noorpur,Jal Jeevan Mission,4778863,1923588,2022-2023,Road Construction
Uttar Pradesh,Patna,Muradnagar Village,Swachh Bharat,4972408,4345937,2024-2025,Road Construction
Uttar Pradesh,Pune,Bhojpur,Swachh Bharat,2322026,1514759,2022-2023,Water Supply
Uttar Pradesh,Patna,Muradnagar Village,PMAY-G,2416324,1989292,2022-2023,Livelihood
Uttar Pradesh,Jaipur,Modinagar Rural,Jal Jeevan Mission,2699571,2548512,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Loni Dehat,Swachh Bharat,2605090,1935724,2024-2025,Water Supply
Uttar Pradesh,Patna,Noorpur,PMAY-G,4839937,246643,2022-2023,Sanitation
Uttar Pradesh,Indore,Kavi Nagar,PMAY-G,901873,481736,2023-2024,Sanitation
Uttar Pradesh,Pune,Modinagar Rural,Swachh Bharat,2773895,719843,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Muradnagar Village,Swachh Bharat,2609087,1800015,2023-2024,Sanitation
Uttar Pradesh,Patna,Loni Dehat,NRLM,2009530,1436328,2022-2023,Livelihood
Uttar Pradesh,Patna,Modinagar Rural,MGNREGA,3349777,2975107,2024-2025,Livelihood
Uttar Pradesh,Indore,Muradnagar Village,NRLM,3166280,2291316,2023-2024,Housing
Uttar Pradesh,Patna,Noorpur,Swachh Bharat,2152039,430465,2024-2025,Road Construction
Uttar Pradesh,Pune,Kavi Nagar,MGNREGA,655171,518247,2022-2023,Sanitation
Uttar Pradesh,Indore,Modinagar Rural,MGNREGA,2135909,558197,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Dhaulana,Jal Jeevan Mission,1210583,203369,2022-2023,Livelihood
Uttar Pradesh,Jaipur,Sikandrabad,Jal Jeevan Mission,2390478,685011,2023-2024,Sanitation
Uttar Pradesh,Pune,Noorpur,NRLM,914178,224281,2022-2023,Road Construction
Uttar Pradesh,Pune,Bhojpur,PMAY-G,2459117,1005908,2024-2025,Water Supply
Uttar Pradesh,Indore,Loni Dehat,Jal Jeevan Mission,1897224,482197,2024-2025,Housing
Uttar Pradesh,Indore,Muradnagar Village,Swachh Bharat,4818426,2803088,2023-2024,Housing
Uttar Pradesh,Patna,Hapur Road Village,PMAY-G,2990670,2416960,2024-2025,Housing
Uttar Pradesh,Jaipur,Modinagar Rural,Swachh Bharat,919217,660285,2024-2025,Housing
Uttar Pradesh,Patna,Dasna,Jal Jeevan Mission,3807909,430113,2024-2025,Water Supply
Uttar Pradesh,Pune,Dasna,Swachh Bharat,4566277,4336533,2024-2025,Livelihood
Uttar Pradesh,Jaipur,Muradnagar Village,NRLM,4610522,3808509,2022-2023,Housing
Uttar Pradesh,Patna,Kavi Nagar,PMAY-G,2398026,1550190,2024-2025,Water Supply
Uttar Pradesh,Jaipur,Dasna,MGNREGA,3474381,1799482,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Dasna,Jal Jeevan Mission,3944502,1122661,2024-2025,Road Construction
Uttar Pradesh,Patna,Hapur Road Village,MGNREGA,4864836,1892497,2023-2024,Sanitation
Uttar Pradesh,Jaipur,Sikandrabad,Swachh Bharat,3753310,3321159,2023-2024,Road Construction
Uttar Pradesh,Indore,Sikandrabad,Jal Jeevan Mission,1905064,245796,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Sikandrabad,Swachh Bharat,2995214,2360369,2022-2023,Water Supply
Uttar Pradesh,Indore,Dhaulana,MGNREGA,4539129,2391453,2022-2023,Housing
Uttar Pradesh,Indore,Sikandrabad,Swachh Bharat,4459182,538397,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Dhaulana,Swachh Bharat,1267770,858321,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Modinagar Rural,PMAY-G,4537164,1948384,2024-2025,Sanitation
Uttar Pradesh,Patna,Muradnagar Village,Jal Jeevan Mission,4883869,669667,2022-2023,Road Construction
Uttar Pradesh,Patna,Noorpur,Jal Jeevan Mission,1661947,701787,2022-2023,Housing
Uttar Pradesh,Pune,Kavi Nagar,Jal Jeevan Mission,895381,408365,2024-2025,Road Construction
Uttar Pradesh,Jaipur,Noorpur,NRLM,684746,397914,2023-2024,Water Supply
Uttar Pradesh,Indore,Muradnagar Village,Jal Jeevan Mission,819084,226010,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Dhaulana,NRLM,4708354,2708079,2022-2023,Road Construction
Uttar Pradesh,Jaipur,Noorpur,NRLM,3488892,284066,2024-2025,Housing
Uttar Pradesh,Indore,Loni Dehat,Jal Jeevan Mission,606384,559540,2024-2025,Sanitation
Uttar Pradesh,Indore,Dhaulana,Jal Jeevan Mission,3238746,2667176,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Loni Dehat,Swachh Bharat,1348138,744328,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Noorpur,NRLM,4230917,2114054,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Hapur Road Village,NRLM,2760036,2217412,2023-2024,Road Construction
Uttar Pradesh,Jaipur,Dasna,NRLM,2884921,2211923,2023-2024,Sanitation
Uttar Pradesh,Jaipur,Loni Dehat,Swachh Bharat,890158,560734,2022-2023,Housing
Uttar Pradesh,Pune,Hapur Road Village,Jal Jeevan Mission,605303,395987,2023-2024,Road Construction
Uttar Pradesh,Jaipur,Noorpur,Swachh Bharat,2501994,1577059,2024-2025,Road Construction
Uttar Pradesh,Pune,Muradnagar Village,MGNREGA,4238844,2850851,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Dasna,MGNREGA,4409839,303305,2024-2025,Sanitation
Uttar Pradesh,Indore,Sikandrabad,MGNREGA,3752928,1124338,2022-2023,Livelihood
Uttar Pradesh,Pune,Modinagar Rural,NRLM,3497860,2975694,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Dhaulana,MGNREGA,1690642,1003711,2024-2025,Sanitation
Uttar Pradesh,Pune,Sikandrabad,MGNREGA,2434770,1375943,2023-2024,Livelihood
Uttar Pradesh,Patna,Loni Dehat,Swachh Bharat,2329048,2135338,2023-2024,Housing
Uttar Pradesh,Pune,Sikandrabad,Jal Jeevan Mission,2241809,524553,2022-2023,Livelihood
Uttar Pradesh,Patna,Hapur Road Village,Jal Jeevan Mission,4457819,1216474,2024-2025,Sanitation
Uttar Pradesh,Patna,Dhaulana,NRLM,3700750,509080,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Sikandrabad,Jal Jeevan Mission,512927,363134,2023-2024,Livelihood
Uttar Pradesh,Indore,Noorpur,Jal Jeevan Mission,2896343,2557887,2023-2024,Livelihood
Uttar Pradesh,Jaipur,Modinagar Rural,Jal Jeevan Mission,2990650,2019035,2024-2025,Road Construction
Uttar Pradesh,Indore,Sikandrabad,PMAY-G,4212546,2229838,2023-2024,Sanitation
Uttar Pradesh,Jaipur,Hapur Road Village,Swachh Bharat,4017003,3230307,2023-2024,Livelihood
Uttar Pradesh,Pune,Noorpur,Jal Jeevan Mission,3257572,1174485,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Sikandrabad,Jal Jeevan Mission,603286,516058,2022-2023,Sanitation
Uttar Pradesh,Patna,Hapur Road Village,MGNREGA,1225913,1025160,2024-2025,Livelihood
Uttar Pradesh,Patna,Dasna,Jal Jeevan Mission,3432331,1432368,2023-2024,Road Construction
Uttar Pradesh,Patna,Dasna,PMAY-G,3577676,2281154,2023-2024,Water Supply
Uttar Pradesh,Patna,Modinagar Rural,MGNREGA,3320175,2278948,2023-2024,Sanitation
Uttar Pradesh,Jaipur,Dhaulana,PMAY-G,778974,451975,2023-2024,Sanitation
Uttar Pradesh,Jaipur,Sikandrabad,Jal Jeevan Mission,2323181,1978383,2024-2025,Water Supply
Uttar Pradesh,Patna,Muradnagar Village,PMAY-G,3136709,450739,2024-2025,Road Construction
Uttar Pradesh,Jaipur,Modinagar Rural,MGNREGA,901843,891913,2023-2024,Sanitation
Uttar Pradesh,Patna,Muradnagar Village,MGNREGA,3941635,1720290,2023-2024,Water Supply
Uttar Pradesh,Jaipur,Hapur Road Village,Jal Jeevan Mission,3870640,2004832,2024-2025,Water Supply
Uttar Pradesh,Indore,Bhojpur,MGNREGA,638475,520397,2023-2024,Road Construction
Uttar Pradesh,Pune,Dhaulana,PMAY-G,1783031,1554084,2023-2024,Road Construction
Uttar Pradesh,Jaipur,Muradnagar Village,Jal Jeevan Mission,893053,795325,2023-2024,Sanitation
Uttar Pradesh,Indore,Sikandrabad,PMAY-G,3921281,1935005,2022-2023,Housing
Uttar Pradesh,Pune,Modinagar Rural,NRLM,4980221,2730330,2022-2023,Housing
Uttar Pradesh,Jaipur,Kavi Nagar,MGNREGA,1496182,319056,2022-2023,Livelihood
Uttar Pradesh,Pune,Noorpur,PMAY-G,2274913,856136,2024-2025,Road Construction
Uttar Pradesh,Pune,Noorpur,Swachh Bharat,4178857,453266,2024-2025,Housing
Uttar Pradesh,Patna,Sikandrabad,PMAY-G,3172315,759016,2023-2024,Water Supply
Uttar Pradesh,Patna,Noorpur,MGNREGA,3143032,1693426,2024-2025,Sanitation
Uttar Pradesh,Pune,Dasna,NRLM,4929500,1237634,2022-2023,Water Supply
Uttar Pradesh,Indore,Bhojpur,MGNREGA,1007951,856726,2023-2024,Livelihood
Uttar Pradesh,Patna,Dasna,MGNREGA,4608007,3981605,2023-2024,Sanitation
Uttar Pradesh,Indore,Hapur Road Village,Swachh Bharat,2167341,304607,2023-2024,Sanitation
Uttar Pradesh,Indore,Kavi Nagar,MGNREGA,1996328,1417909,2023-2024,Road Construction
Uttar Pradesh,Pune,Sikandrabad,Jal Jeevan Mission,928647,213166,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Kavi Nagar,Swachh Bharat,4146364,1205958,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Dasna,Swachh Bharat,1775694,540561,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Dhaulana,NRLM,4997802,1688896,2024-2025,Livelihood
Uttar Pradesh,Indore,Hapur Road Village,Swachh Bharat,2093604,747020,2024-2025,Water Supply
Uttar Pradesh,Patna,Noorpur,PMAY-G,3681734,2177154,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Noorpur,Jal Jeevan Mission,1486525,309232,2024-2025,Road Construction
Uttar Pradesh,Indore,Kavi Nagar,NRLM,1986112,1959402,2022-2023,Water Supply
Uttar Pradesh,Pune,Bhojpur,NRLM,2133987,1007065,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Loni Dehat,MGNREGA,3748148,3403084,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Kavi Nagar,PMAY-G,690463,371854,2024-2025,Housing
Uttar Pradesh,Patna,Sikandrabad,PMAY-G,2847672,1298674,2023-2024,Road Construction
Uttar Pradesh,Patna,Hapur Road Village,PMAY-G,771445,387768,2023-2024,Livelihood
Uttar Pradesh,Patna,Sikandrabad,Swachh Bharat,571909,239754,2023-2024,Livelihood
Uttar Pradesh,Jaipur,Loni Dehat,Swachh Bharat,4094145,3294079,2022-2023,Sanitation
Uttar Pradesh,Jaipur,Sikandrabad,MGNREGA,1154506,848748,2024-2025,Water Supply
Uttar Pradesh,Indore,Noorpur,PMAY-G,4566072,1188639,2024-2025,Housing
Uttar Pradesh,Noida,Pilkhuwa,Swachh Bharat,4992324,4630405,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Dadri,Swachh Bharat,2073596,857702,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Dadri,NRLM,3605554,3002234,2024-2025,Water Supply
Uttar Pradesh,Hapur,Chhapraula,PMAY-G,2208903,2010397,2024-2025,Sanitation
Uttar Pradesh,Meerut,Loni Dehat,PMAY-G,653595,442284,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Modinagar Rural,MGNREGA,4744225,2402255,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Dhaulana,Swachh Bharat,2321534,641037,2023-2024,Water Supply
Uttar Pradesh,Noida,Loni Dehat,Jal Jeevan Mission,3242606,1331886,2022-2023,Livelihood
Uttar Pradesh,Hapur,Loni Dehat,NRLM,4131341,477776,2023-2024,Livelihood
Uttar Pradesh,Noida,Dhaulana,PMAY-G,2600342,1915580,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Garhmukteshwar,Swachh Bharat,1891053,1327963,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Khoda,Swachh Bharat,1485616,527530,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Noorpur,PMAY-G,2347316,1687765,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Garhmukteshwar,Swachh Bharat,3459501,1642739,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Garhmukteshwar,NRLM,4577801,1689991,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Dasna,MGNREGA,4725233,3186724,2023-2024,Road Construction
Uttar Pradesh,Hapur,Loni Dehat,MGNREGA,1385559,826503,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Bhojpur,Swachh Bharat,591780,378076,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Bhojpur,MGNREGA,2263771,267293,2024-2025,Road Construction
Uttar Pradesh,Hapur,Muradnagar Village,Jal Jeevan Mission,1443420,1168482,2024-2025,Road Construction
Uttar Pradesh,Meerut,Chhapraula,MGNREGA,822893,324206,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Garhmukteshwar,NRLM,3030007,621519,2022-2023,Sanitation
Uttar Pradesh,Hapur,Khoda,Jal Jeevan Mission,2875678,2353836,2023-2024,Housing
Uttar Pradesh,Noida,Behrampur,NRLM,4994216,2698729,2024-2025,Water Supply
Uttar Pradesh,Meerut,Chhapraula,Swachh Bharat,4648787,4382928,2023-2024,Livelihood
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,4244562,2596306,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Dasna,Swachh Bharat,3697064,1722948,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Noorpur,Jal Jeevan Mission,1681419,1417143,2023-2024,Water Supply
Uttar Pradesh,Hapur,Khoda,Jal Jeevan Mission,3248164,465316,2023-2024,Road Construction
Uttar Pradesh,Hapur,Dadri,PMAY-G,1281482,245342,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Dasna,NRLM,4028212,1260679,2023-2024,Housing
Uttar Pradesh,Meerut,Modinagar Rural,Swachh Bharat,1748049,271509,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Loni Dehat,Jal Jeevan Mission,757086,356242,2023-2024,Water Supply
Uttar Pradesh,Hapur,Dhaulana,PMAY-G,4942114,1220268,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Kavi Nagar,PMAY-G,4307665,319188,2023-2024,Livelihood
Uttar Pradesh,Hapur,Modinagar Rural,Swachh Bharat,732009,450553,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dhaulana,MGNREGA,2747497,1902986,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Khoda,MGNREGA,798640,579574,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Pilkhuwa,Swachh Bharat,3914874,1612371,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Chhapraula,Swachh Bharat,4775101,365603,2024-2025,Water Supply
Uttar Pradesh,Noida,Loni Dehat,PMAY-G,1850228,778500,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dasna,MGNREGA,2893795,269744,2024-2025,Livelihood
Uttar Pradesh,Noida,Muradnagar Village,MGNREGA,4409223,2821939,2024-2025,Water Supply
Uttar Pradesh,Meerut,Modinagar Rural,NRLM,1745393,1598705,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Bhojpur,MGNREGA,3954875,570338,2022-2023,Sanitation
Uttar Pradesh,Meerut,Modinagar Rural,Jal Jeevan Mission,1696542,1233860,2024-2025,Road Construction
Uttar Pradesh,Noida,Sikandrabad,Swachh Bharat,560571,512379,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Noorpur,Jal Jeevan Mission,1496193,864782,2022-2023,Water Supply
Uttar Pradesh,Meerut,Dadri,PMAY-G,2887776,345940,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Garhmukteshwar,PMAY-G,2140401,258122,2022-2023,Road Construction
Uttar Pradesh,Noida,Garhmukteshwar,Jal Jeevan Mission,3196453,2072827,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Behrampur,NRLM,2566642,719354,2023-2024,Housing
Uttar Pradesh,Hapur,Behrampur,Swachh Bharat,3555096,2093422,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Dhaulana,NRLM,4589709,1505084,2024-2025,Housing
Uttar Pradesh,Meerut,Kavi Nagar,PMAY-G,3849434,3679205,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Khoda,NRLM,3777056,3575877,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Behrampur,PMAY-G,3460583,1028427,2024-2025,Road Construction
Uttar Pradesh,Hapur,Sikandrabad,NRLM,3954866,2285137,2024-2025,Housing
Uttar Pradesh,Hapur,Sikandrabad,NRLM,3078567,1909809,2022-2023,Water Supply
Uttar Pradesh,Noida,Noorpur,NRLM,757597,554975,2024-2025,Water Supply
Uttar Pradesh,Noida,Dasna,Swachh Bharat,3807159,2018232,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Bhojpur,NRLM,3904465,412118,2022-2023,Livelihood
Uttar Pradesh,Meerut,Dhaulana,NRLM,4059094,3562485,2024-2025,Road Construction
Uttar Pradesh,Hapur,Dhaulana,Jal Jeevan Mission,2552673,2446774,2022-2023,Sanitation
Uttar Pradesh,Meerut,Noorpur,Swachh Bharat,4432913,3996465,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Noorpur,NRLM,2518953,1921387,2022-2023,Water Supply
Uttar Pradesh,Meerut,Dhaulana,Swachh Bharat,2163853,1381804,2024-2025,Road Construction
Uttar Pradesh,Meerut,Chhapraula,Jal Jeevan Mission,3901431,1010066,2024-2025,Water Supply
Uttar Pradesh,Hapur,Behrampur,Swachh Bharat,1614708,848892,2022-2023,Livelihood
Uttar Pradesh,Meerut,Dadri,MGNREGA,1326887,762747,2024-2025,Livelihood
Uttar Pradesh,Noida,Kavi Nagar,Swachh Bharat,3339164,353337,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Dhaulana,PMAY-G,4192535,4170006,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Dasna,NRLM,1119596,1071005,2023-2024,Road Construction
Uttar Pradesh,Hapur,Chhapraula,Swachh Bharat,3284638,336879,2023-2024,Sanitation
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,4876412,289280,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Loni Dehat,Swachh Bharat,3210315,383150,2024-2025,Housing
Uttar Pradesh,Noida,Pilkhuwa,Jal Jeevan Mission,4840132,3573626,2022-2023,Road Construction
Uttar Pradesh,Hapur,Dadri,Swachh Bharat,790249,255268,2022-2023,Road Construction
Uttar Pradesh,Hapur,Muradnagar Village,MGNREGA,1955255,1855642,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Kavi Nagar,NRLM,2720551,1357956,2024-2025,Sanitation
Uttar Pradesh,Hapur,Dhaulana,NRLM,2406993,855331,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Khoda,Jal Jeevan Mission,1125225,626209,2024-2025,Sanitation
Uttar Pradesh,Noida,Noorpur,MGNREGA,3925160,370467,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Noorpur,PMAY-G,2884640,2432039,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Kavi Nagar,PMAY-G,1966928,1113539,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Modinagar Rural,Jal Jeevan Mission,3644463,469531,2023-2024,Road Construction
Uttar Pradesh,Hapur,Loni Dehat,NRLM,3173566,1072761,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Muradnagar Village,Swachh Bharat,3356487,2810633,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Dasna,Swachh Bharat,772899,741244,2022-2023,Livelihood
Uttar Pradesh,Noida,Dasna,PMAY-G,876775,321424,2023-2024,Sanitation
Uttar Pradesh,Meerut,Noorpur,NRLM,3269606,1581033,2024-2025,Water Supply
Uttar Pradesh,Meerut,Dhaulana,Swachh Bharat,4914730,3280531,2023-2024,Water Supply
Uttar Pradesh,Meerut,Muradnagar Village,Swachh Bharat,4010154,3431349,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Chhapraula,Swachh Bharat,2182238,857286,2024-2025,Sanitation
Uttar Pradesh,Hapur,Behrampur,PMAY-G,925515,363056,2023-2024,Housing
Uttar Pradesh,Hapur,Dadri,Jal Jeevan Mission,3815909,524874,2024-2025,Livelihood
Uttar Pradesh,Meerut,Noorpur,PMAY-G,2017384,239549,2022-2023,Sanitation
Uttar Pradesh,Hapur,Behrampur,MGNREGA,2808831,1761670,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Dasna,Jal Jeevan Mission,4095160,1283864,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Bhojpur,Swachh Bharat,4452701,2974248,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Sikandrabad,MGNREGA,4707778,2372824,2024-2025,Sanitation
Uttar Pradesh,Hapur,Dhaulana,NRLM,4892525,3063087,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Dasna,Swachh Bharat,2568325,2206615,2022-2023,Livelihood
Uttar Pradesh,Meerut,Dasna,Swachh Bharat,3037017,1343275,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Dadri,Swachh Bharat,1723284,1437464,2022-2023,Sanitation
Uttar Pradesh,Noida,Dhaulana,Jal Jeevan Mission,4799447,3028051,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Dadri,PMAY-G,3109573,885705,2023-2024,Water Supply
Uttar Pradesh,Noida,Sikandrabad,PMAY-G,3848174,277935,2023-2024,Sanitation
Uttar Pradesh,Meerut,Pilkhuwa,Jal Jeevan Mission,1433201,1084001,2022-2023,Livelihood
Uttar Pradesh,Noida,Loni Dehat,NRLM,2519204,245451,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dhaulana,Swachh Bharat,3988822,2603556,2024-2025,Water Supply
Uttar Pradesh,Hapur,Kavi Nagar,PMAY-G,772405,640762,2024-2025,Livelihood
Uttar Pradesh,Meerut,Behrampur,NRLM,921496,483436,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Garhmukteshwar,Swachh Bharat,3196577,474535,2022-2023,Water Supply
Uttar Pradesh,Noida,Khoda,NRLM,3739137,2554099,2022-2023,Road Construction
Uttar Pradesh,Hapur,Dadri,NRLM,2277865,1562898,2024-2025,Road Construction
Uttar Pradesh,Meerut,Bhojpur,MGNREGA,1162212,230624,2024-2025,Road Construction
Uttar Pradesh,Noida,Garhmukteshwar,MGNREGA,1977385,498258,2023-2024,Livelihood
Uttar Pradesh,Hapur,Khoda,Jal Jeevan Mission,887141,304818,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dadri,Jal Jeevan Mission,743078,529199,2023-2024,Livelihood
Uttar Pradesh,Meerut,Loni Dehat,Jal Jeevan Mission,3191609,1194927,2022-2023,Housing
Uttar Pradesh,Meerut,Garhmukteshwar,NRLM,627876,423759,2022-2023,Housing
Uttar Pradesh,Noida,Bhojpur,Swachh Bharat,4285363,3636939,2024-2025,Water Supply
Uttar Pradesh,Meerut,Dhaulana,NRLM,3836174,1647733,2024-2025,Road Construction
Uttar Pradesh,Meerut,Dhaulana,MGNREGA,3713980,1552849,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Sikandrabad,MGNREGA,3659770,2988225,2024-2025,Sanitation
Uttar Pradesh,Meerut,Garhmukteshwar,Swachh Bharat,2208733,317847,2023-2024,Housing
Uttar Pradesh,Noida,Noorpur,MGNREGA,2399561,1694829,2024-2025,Sanitation
Uttar Pradesh,Meerut,Modinagar Rural,Swachh Bharat,4758293,906993,2022-2023,Livelihood
Uttar Pradesh,Noida,Pilkhuwa,Jal Jeevan Mission,3835048,1462317,2023-2024,Road Construction
Uttar Pradesh,Noida,Pilkhuwa,Swachh Bharat,1181910,375346,2022-2023,Water Supply
Uttar Pradesh,Hapur,Chhapraula,MGNREGA,3260531,2399920,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Modinagar Rural,PMAY-G,2289161,936393,2024-2025,Sanitation
Uttar Pradesh,Noida,Garhmukteshwar,Jal Jeevan Mission,4226971,2782566,2022-2023,Livelihood
Uttar Pradesh,Hapur,Chhapraula,NRLM,2482040,491919,2023-2024,Livelihood
Uttar Pradesh,Meerut,Bhojpur,PMAY-G,1468357,467546,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Modinagar Rural,PMAY-G,3345138,829520,2024-2025,Water Supply
Uttar Pradesh,Noida,Dasna,NRLM,1112871,306784,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Dasna,MGNREGA,1897786,794752,2022-2023,Livelihood
Uttar Pradesh,Ghaziabad,Khoda,MGNREGA,779463,382313,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Behrampur,Jal Jeevan Mission,4351386,871535,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Garhmukteshwar,NRLM,3235528,913346,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Dhaulana,Swachh Bharat,2664648,692391,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dasna,Swachh Bharat,622910,523386,2023-2024,Road Construction
Uttar Pradesh,Hapur,Kavi Nagar,MGNREGA,2779079,2139087,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Dhaulana,NRLM,3751491,2540718,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Khoda,NRLM,2641855,2374082,2023-2024,Sanitation
Uttar Pradesh,Meerut,Garhmukteshwar,Swachh Bharat,4688070,3354292,2024-2025,Housing
